month,department,budget_revenue,actual_revenue,budget_expense,actual_expense
2023-06,Operations,328900,321500,189381,199569
2023-09,Marketing,726124,621206,434629,557738
2023-07,IT,240984,210288,86596,97060
2023-09,Operations,720392,730387,391288,417023
2024-06,IT,751062,664010,261892,300883
2023-12,Marketing,717245,753956,313517,360198
2023-08,Finance,213935,252190,70610,84160
2023-08,IT,655302,643620,319139,298861
2024-06,Operations,737477,748995,324899,317725
2024-08,Marketing,332469,412983,162447,150745
2024-03,IT,450237,386072,226644,264042
2023-07,Finance,523937,598832,254544,294680
2023-11,HR,103096,116344,40022,34379
2024-08,Finance,776764,856396,428065,474563
2024-04,Finance,718431,829794,334433,419992
2023-04,HR,787411,813922,351937,357110
2023-06,Finance,552827,514155,329550,361547
2024-10,HR,90058,101887,34677,40210
2023-03,HR,622551,707181,285383,243122
2023-09,IT,272574,308727,137567,147581
2023-10,IT,154820,155646,52262,64847
2024-02,HR,681933,623325,277050,266250
2023-11,Marketing,749830,767048,405288,476160
2024-06,Operations,793186,882869,294293,310206
2024-10,Marketing,539454,605764,241668,229300
2023-12,HR,340367,322817,166503,172417
2024-11,Operations,333805,346437,167352,162512
2023-12,IT,280119,236125,145239,133148
2024-01,Operations,474363,530429,265545,268691
2024-01,HR,603402,546683,252136,267330
2024-07,IT,580318,635001,297116,304571
2024-07,Operations,402195,346725,209001,211131
2024-11,Operations,752789,845961,293649,318285
2024-02,Marketing,276941,287636,163519,184729
2023-04,Operations,437900,396841,245033,215233
2024-01,HR,377759,409098,146177,147951
2023-08,Sales,97577,90664,49034,36970
2024-11,Sales,537800,586173,277149,284264
2024-09,Sales,422580,408679,181474,194645
2024-11,HR,577254,458036,322755,366477
2024-07,Sales,425982,375763,216002,231795
2023-12,Marketing,578016,548161,287531,325550
2024-06,HR,742664,864596,272002,288263
2023-06,IT,492493,545749,208005,197328
2024-06,HR,285189,340761,122681,108279
2024-07,HR,533546,639420,277496,280423
2024-10,Operations,706307,660983,342925,320654
2023-05,Operations,378274,369718,123225,127173
2024-12,Operations,595702,566301,233699,228141
2023-09,Finance,143005,131481,63195,70327
2023-03,Marketing,462655,360417,241052,254874
2023-10,HR,501436,500548,262286,293006
2024-07,HR,752145,636113,336331,375465
2023-03,Operations,349117,347685,116982,119678
2024-10,HR,254390,318977,98670,101852
2024-03,IT,773556,726275,291172,327638
2023-01,HR,295389,302293,157828,223625
2023-07,Sales,711449,788853,251850,227075
2023-12,IT,251926,260399,110715,116944
2024-05,IT,535357,554147,268329,233618
2024-09,HR,79400,75947,46801,48994
2024-12,Finance,196477,191009,117841,111818
2024-08,Operations,429384,379918,251566,259619
2023-05,Marketing,102763,113196,52971,56853
2023-04,Marketing,473425,374489,248042,242235
2023-12,Sales,254670,284346,134405,105163
2024-08,Marketing,722784,601035,403878,510433
2024-12,Marketing,159955,178431,93659,110132
2024-06,Operations,201628,193067,87448,90107
2024-05,Operations,405281,345370,172225,157721
2024-07,Finance,786626,841308,344651,366279
2023-09,Sales,708596,787570,352841,389588
2023-04,Marketing,774576,733856,412565,480845
2024-09,Finance,464407,504565,260608,307343
2023-02,Sales,159602,115837,69724,84198
2023-04,IT,264529,222608,108195,85351
2023-02,Marketing,412315,476260,245329,246384
2024-03,Marketing,374437,364386,138379,165911
2023-02,Operations,688412,534575,252372,230025
2023-04,HR,296921,272020,152802,188388
2023-06,Sales,776589,690536,274832,363206
2023-07,Marketing,660090,646944,277120,340494
2023-10,Sales,290324,277407,112563,129361
2024-07,Finance,404168,412846,141706,139279
2024-07,Finance,205194,203483,97243,106213
2024-10,HR,746584,868403,307632,260898
2023-12,Marketing,275612,289653,120902,112781
2023-03,Operations,449547,474236,161278,152146
2024-01,Marketing,792462,903263,420290,445211
2024-06,Sales,423555,403795,167055,165580
2023-08,IT,92262,78291,37164,40480
2024-09,Finance,428358,490399,160911,190144
2024-03,Sales,156435,158985,67317,63516
2023-01,HR,660602,671648,290052,311019
2023-03,Finance,764952,706815,351036,346684
2023-08,Operations,739286,684562,436378,470644
2023-04,Finance,693606,764081,396331,456940
2024-04,IT,442278,494536,213539,253723
2024-11,Marketing,591816,647481,184451,212219
2023-10,IT,50068,54832,24216,26930
2023-12,IT,749328,800494,244955,205019
2024-02,Marketing,403082,409443,206822,183618
2024-02,Finance,540395,529022,225357,208764
2023-02,HR,616417,705944,339836,375108
2024-11,Marketing,304935,291259,177703,152175
2023-05,Marketing,426140,445059,181166,199396
2023-05,Operations,275760,249154,120828,131662
2023-06,Finance,111321,102513,53105,40341
2024-01,Marketing,585814,569212,210389,186585
2023-09,HR,797812,720844,461294,556588
2024-10,Sales,534780,585981,229901,265446
2024-03,Finance,732069,613646,256257,236381
2024-02,Operations,157535,159410,83307,74540
2024-12,IT,65063,66097,23796,16239
2023-07,Marketing,710083,555784,243600,309541
2024-08,HR,578501,547885,271236,286468
2023-02,Finance,282842,291520,141830,188996
2023-07,HR,134946,141888,63541,64891
2023-06,HR,663206,646946,329582,360031
2024-05,IT,750577,811543,251185,297326
2023-02,Operations,73655,72688,32614,42262
2023-03,Finance,539100,539983,219470,246937
2023-05,Marketing,783350,807005,463751,487106
2023-05,Operations,193659,215201,60980,64284
2023-01,Marketing,602359,553516,234611,209536
2023-08,Sales,173441,163308,101039,100303
2023-12,HR,409282,376429,243542,257590
2024-12,Sales,361295,346892,197798,248688
2023-04,HR,576491,675156,186090,183390
2024-01,IT,194707,208088,91202,110299
2024-11,Operations,233643,201930,98138,101840
2024-03,Marketing,706504,655597,382879,473442
2023-11,IT,475915,497203,150630,173451
2023-10,Marketing,789979,704044,283711,323821
2023-03,Operations,403807,368659,180404,215911
2024-10,Finance,441988,513322,153499,180357
2024-02,Sales,324357,300482,164713,199232
2024-04,Sales,66944,74613,36566,50086
2023-10,Marketing,641011,737572,327784,423672
2023-10,Marketing,249741,227759,107909,120854
2023-12,Marketing,118947,106243,67028,65937
2023-09,Operations,215529,208387,73561,81282
2023-01,Finance,545927,474609,206415,157096
2023-05,Sales,85191,86428,38068,44705
2024-08,IT,297129,289796,94606,84293
2023-08,HR,572389,597156,188147,229233
2023-11,Operations,301767,352353,126510,170414
2023-12,Sales,122264,134257,71300,59347
2023-01,Finance,238996,253027,136830,142639
2024-10,Operations,476960,364432,209763,186759
2024-08,IT,496640,523063,170172,134564
2023-11,Sales,531633,641529,187896,194294
2023-05,Operations,259409,165694,107204,122778
2024-03,Sales,519300,562259,188517,219275
2023-05,Sales,476102,466997,154682,165987
2023-12,Finance,411990,369977,206873,165573
2023-05,HR,659251,722628,312771,334197
2024-05,Finance,411363,495760,159357,131647
2024-05,Sales,187693,205153,100168,83735
2024-12,Operations,272621,260477,145248,130792
2023-12,IT,99738,88446,44612,53867
2024-12,Finance,238766,242909,78544,88895
2024-03,HR,326674,360903,188014,206512
2024-03,Sales,188426,179674,94325,86836
2023-06,IT,269831,260428,100947,100122
2023-12,Finance,174750,233927,84428,71297
2024-08,Finance,495295,559405,208770,261932
2024-06,Finance,695171,791115,341054,470514
2024-02,Finance,193622,159692,85612,97040
2023-02,IT,307391,281304,136986,158871
2023-09,Operations,400340,403927,208482,213935
2023-05,HR,372529,327774,180347,145554
2024-08,HR,555871,662624,180094,166299
2023-01,Sales,709650,829749,226812,222319
2024-11,Marketing,498250,466349,195066,193546
2023-03,Operations,300927,365346,129119,123656
2023-06,Sales,436794,436571,167102,176654
2023-05,Sales,641346,840629,317747,293113
2024-09,Finance,108175,110053,38784,53334
2023-05,Marketing,83329,89090,42601,36006
2023-01,Marketing,455544,532070,242324,286692
2024-05,Operations,477463,550665,161046,162772
2024-07,Marketing,318821,338360,157893,176748
2024-02,Sales,100357,98657,59053,66506
2023-12,Marketing,105812,112340,37864,40649
2023-10,Marketing,615904,555581,352784,310447
2024-08,HR,504500,513710,243075,243122
2024-09,Sales,492957,427336,235280,253011
2024-06,IT,496694,390547,156745,167084
2024-12,Marketing,235128,236550,123322,110561
2023-11,Marketing,534699,615691,237129,294913
2023-02,Finance,357678,397414,184687,124841
2024-06,Marketing,260128,257571,141185,142947
2023-07,Marketing,638450,772293,291860,266118
2024-12,HR,203877,189954,77288,83264
2024-03,Sales,158380,121930,54240,65224
2023-11,Operations,767833,566774,267321,224270
2024-06,Sales,197089,169153,110385,154874
2024-11,Finance,506418,556044,170700,184403
2023-12,Sales,534075,493391,221859,245655
2023-06,Marketing,91423,96480,36595,30521
2024-08,Finance,91713,109831,51325,53532
2024-11,Sales,531072,460964,235428,281513
2024-01,Finance,648598,685840,388467,420122
2024-08,Operations,365410,389043,190421,203946
2024-04,Sales,717702,643571,398523,415349
2024-06,IT,768550,893443,253315,213620
2023-10,Marketing,656151,633497,246667,207803
2024-11,Finance,726560,693101,247490,303274
2023-08,IT,188260,235963,82662,97734
2024-06,IT,438377,465877,225977,272198
2024-09,HR,314952,349922,110459,102348
2023-01,Finance,325995,378997,110528,113442
2024-11,IT,524106,483195,253867,313467
2023-08,HR,246000,282894,90797,78603
2023-06,IT,573047,538533,254316,310133
2023-05,Marketing,458274,428323,144509,139020
2024-03,Operations,588908,569686,296917,273672
2024-10,HR,637283,589711,294676,307999
2024-03,Operations,539982,593255,266873,235502
2023-02,Finance,610969,630559,233770,178942
2023-01,Marketing,526555,495516,201976,214378
2024-11,HR,117703,127229,63607,71884
2024-11,Finance,773040,747512,398555,491136
2023-11,IT,354280,340332,167899,191580
2023-10,Sales,272452,274043,133077,178963
2024-06,Finance,563795,595150,185044,232075
2024-06,Operations,400600,419340,223074,258924
2024-05,Marketing,133086,127284,70664,79164
2023-08,Marketing,741703,817099,353901,436896
2024-03,Finance,429673,418206,247310,177580
2023-08,IT,330398,304429,115834,113284
2024-05,Sales,373417,307634,188947,145721
2023-12,Operations,502827,562151,296112,340370
2023-08,Finance,167574,167823,65857,61812
2024-02,Finance,689135,706573,209902,315471
2023-04,Marketing,155547,175067,80956,78714
2023-01,Operations,503218,474389,152019,162045
2023-01,Sales,587214,490366,329873,326462
2024-07,Marketing,507480,511729,160815,157064
2024-04,Finance,558237,578866,276790,238875
2024-02,Marketing,561500,543789,231986,199038
2024-09,Marketing,401671,472705,145004,104848
2024-04,HR,419531,294368,238913,270406
2023-05,Marketing,339707,385365,177963,175525
2023-09,IT,215202,235632,86539,115966
2023-02,Marketing,625883,660189,241118,208176
2024-06,IT,180249,108093,93874,119355
2023-06,Operations,590609,681602,325408,418422
2023-09,Marketing,217820,190990,112123,139207
2023-01,Sales,745388,699976,366728,397980
2023-09,IT,328295,321574,120936,120847
2024-04,IT,126133,132299,70109,87034
2024-01,Finance,84187,90646,44189,41152
2023-09,Operations,93835,103888,42712,46581
2024-09,Marketing,312203,342768,141576,147725
2024-01,Sales,544044,560556,256109,234669
2023-09,Finance,266789,280104,146329,159748
2023-11,Operations,77235,67125,40369,46879
2023-04,IT,668496,608248,372267,338902
2023-02,Sales,117114,129698,52957,59259
2023-06,Marketing,750726,826147,365899,261854
2024-02,HR,703479,764580,391395,349369
2023-04,HR,434033,407240,160460,157475
2023-06,Operations,655871,727530,284127,313562
2024-07,Sales,82160,70711,39945,47150
2023-06,Finance,631190,712792,362646,385283
2023-02,Sales,261270,253091,79622,90370
2024-06,IT,691137,830816,251416,257930
2024-01,HR,147052,120204,54458,60487
2023-09,Operations,702182,850769,279457,308181
2024-11,Marketing,213233,203983,81995,79834
2024-07,Sales,487715,465505,232660,231890
2024-01,HR,737246,754483,417049,475443
2023-11,Finance,452016,414205,221982,293418
2023-01,Operations,99460,98596,37044,45602
2024-12,Marketing,441568,402482,246892,217421
2024-10,Sales,120975,110797,59231,52192
2023-07,Finance,590856,625377,216069,209512
2024-09,Marketing,219164,195453,89528,95332
2024-03,IT,636967,578249,342044,361622
2023-01,HR,115781,96707,60400,74656
2023-12,IT,320574,301188,151623,188659
2023-07,HR,516935,598296,177531,186558
2024-03,Finance,612980,550755,331614,336868
2024-09,IT,80086,73054,31414,35419
2024-07,HR,279334,285834,148460,179559
2023-01,Operations,194973,186297,96369,109173
2024-05,Finance,316051,400556,119862,118096
2024-05,HR,279652,274197,101712,97456
2023-03,Sales,78604,81765,26668,23558
2023-12,HR,87869,97820,32738,35325
2023-06,IT,719897,799769,250055,285929
2023-11,Operations,717861,737957,348245,404043
2023-03,Marketing,693549,680139,332650,406752
2023-08,Marketing,480587,597313,228688,290901
2024-02,HR,426783,421673,210219,177373
2024-02,Marketing,480037,454593,261349,290284
2023-10,HR,794092,732548,455861,508690
2023-02,Operations,437736,347029,161573,167859
2024-02,Marketing,318217,349591,151577,140322
2023-09,IT,242077,173867,78312,99197
2023-03,IT,519313,518956,174511,167828
2024-09,Sales,330245,322126,163901,118191
2023-08,HR,554268,703252,247189,260292
2024-04,Marketing,474642,370316,250373,253958
2023-02,IT,669165,596806,286204,380266
2023-06,Operations,319457,314239,108065,121406
2024-09,Operations,736133,718684,413424,415164
2023-12,Sales,109668,102435,35627,36356
2023-05,Operations,404100,400172,144138,146839
2023-02,Operations,776610,659227,297513,411332
2024-04,Marketing,689375,718923,412648,475090
2023-05,HR,431595,311362,183452,153902
2024-03,Finance,666963,664900,300475,304481
2023-12,Operations,141634,131430,75194,78687
2023-04,Operations,718942,806620,352946,311956
2024-03,Finance,159119,192635,87901,68787
2023-11,Operations,719120,690552,320677,365358
2024-04,Marketing,383935,448008,227156,211097
2024-11,Marketing,394302,379344,212546,262986
2023-06,Finance,483525,427467,203278,213691
2024-02,IT,79715,96415,33032,32333
2024-06,Operations,268400,285173,155362,106809
2023-12,IT,551328,551621,278599,343609
2023-11,Operations,400404,433421,194768,213081
2024-01,HR,709012,732342,373896,367454
2024-09,Operations,279030,276712,130655,119739
2024-11,Marketing,457244,384463,159006,205096
2023-11,Sales,194875,188548,77124,68668
2024-11,Sales,318451,342268,148838,148049
2024-04,Sales,474541,467549,144948,164582
2024-03,Sales,370760,410905,159873,202657
2024-09,IT,694116,726072,365619,372036
2024-03,IT,790158,706894,275978,259357
2023-04,Operations,510287,429508,162969,168508
2023-11,IT,196004,192307,107960,128004
2024-07,Operations,458965,430092,222681,271539
2024-03,HR,320871,333820,113259,95559
2023-04,Operations,236478,216099,128145,136761
2024-09,Sales,591620,547930,294294,245694
2024-01,Finance,538286,606308,215441,254787
2024-10,Finance,454050,462124,187458,208707
2024-07,Marketing,201397,184413,69837,63678
2023-02,Marketing,714573,716085,393427,503634
2024-02,Operations,564507,657915,255553,281172
2023-04,Finance,566529,586501,264628,286798
2024-04,Sales,182475,195458,103107,105492
2024-09,IT,369115,335795,112487,117975
2024-08,Sales,497246,558491,159156,158006
2024-02,Sales,647330,827399,225577,211775
2024-03,Operations,145195,131404,44866,55381
2023-03,Operations,712951,611835,354655,346174
2023-08,HR,439288,448541,215323,209086
2024-04,Sales,97830,108108,35535,36622
2023-10,Sales,84370,83444,29092,36762
2023-04,Operations,522224,456222,179491,218920
2024-06,Operations,766921,756927,449394,445247
2023-02,HR,314340,336900,159700,197072
2024-05,HR,716451,681456,340764,363328
2024-01,Marketing,261648,280714,103807,95864
2023-04,Finance,770614,878319,331296,324199
2023-11,Sales,361406,371824,118115,148351
2023-07,Sales,711383,708997,426435,580986
2023-12,HR,70543,77563,37142,40780
2023-10,HR,503245,451545,244796,236232
2023-07,Marketing,537129,475592,255850,263848
2024-01,Finance,221481,214396,99953,93519
2023-07,Marketing,644828,606766,243247,232905
2024-12,Finance,191035,172619,70285,66260
2024-05,IT,719156,877123,334306,347042
2023-10,Sales,615260,775620,197535,210987
2023-10,Marketing,122613,117408,39523,40620
2024-12,HR,669672,677042,313569,318837
2023-04,Marketing,652350,637645,375716,437361
2024-08,IT,315405,357322,181131,183960
2023-04,Marketing,329190,380766,99826,102346
2024-10,Sales,503652,396237,167322,171256
2023-07,IT,337901,357202,160477,205650
2024-10,HR,720659,607646,399636,390171
2023-01,HR,305456,369904,179099,204073
2023-12,Operations,707262,744626,394775,370197
2024-12,IT,431003,388419,216916,239148
2024-01,Operations,616687,598828,222104,251407
2023-10,Operations,622618,601027,200350,242952
2024-03,Sales,184918,196570,58111,57667
2024-01,Marketing,717719,807455,347105,306460
2024-11,HR,230448,198695,71636,66793
2024-10,HR,642344,784077,335157,400405
2024-10,Marketing,90832,108333,46664,63568
2024-09,HR,201170,180039,65155,76568
2024-10,Marketing,691383,697423,395461,340365
2023-09,IT,679275,818728,310142,362896
2023-09,Sales,755322,867072,431539,392023
2024-03,Sales,400816,384619,228658,228115
